timestring,pH,Temperature,PAR,LightOut,Actuators
date,,°C,µmol/m²/s,%,
29.04.2024 09:12:36.671,7.44,23.9,448,50,7
29.04.2024 09:12:38.687,7.44,24.0,479,50,7
29.04.2024 09:12:40.138,7.44,23.9,519,50,7
29.04.2024 09:12:41.470,7.44,23.9,569,50,7
29.04.2024 09:12:42.737,7.44,23.9,628,50,7
29.04.2024 09:12:43.987,7.43,23.9,682,50,7
29.04.2024 09:12:45.253,7.44,23.9,719,50,7
29.04.2024 09:12:46.871,7.45,24.0,753,50,7
29.04.2024 09:12:48.420,7.44,23.9,776,50,7
29.04.2024 09:12:50.803,7.45,24.0,742,50,7
29.04.2024 09:12:52.253,7.44,23.9,717,50,7
29.04.2024 09:12:54.938,7.44,23.9,730,50,7
29.04.2024 09:12:56.687,7.44,23.9,700,50,7
29.04.2024 09:13:00.154,7.45,23.9,725,50,7
29.04.2024 09:13:05.319,7.45,24.0,751,50,7
29.04.2024 09:13:06.954,7.44,23.9,780,50,7
29.04.2024 09:13:08.569,7.44,23.9,808,50,7
29.04.2024 09:13:40.201,7.46,24.0,822,50,7
29.04.2024 09:14:02.330,7.47,24.0,794,50,7
29.04.2024 09:14:03.819,7.47,24.0,778,50,7
29.04.2024 09:14:07.701,7.46,24.0,752,50,7
29.04.2024 09:14:11.134,7.47,24.0,795,50,7
29.04.2024 09:14:12.483,7.47,24.0,825,50,7
29.04.2024 09:15:00.667,7.49,24.1,829,50,15
29.04.2024 09:15:42.463,7.51,24.3,826,50,15
29.04.2024 09:15:46.148,7.50,24.2,804,50,15
29.04.2024 09:15:47.980,7.51,24.3,779,50,15
29.04.2024 09:15:49.930,7.50,24.2,761,50,15
29.04.2024 09:15:55.790,7.50,24.3,782,50,15
29.04.2024 09:15:59.546,7.51,24.3,799,50,15
29.04.2024 09:16:01.898,7.52,24.4,817,50,15
29.04.2024 09:16:09.196,7.52,24.4,803,50,15
29.04.2024 09:16:30.595,7.51,24.3,780,50,15
29.04.2024 09:16:35.279,7.52,24.3,797,50,15
29.04.2024 09:16:37.828,7.51,24.3,816,50,15
29.04.2024 09:17:57.259,7.42,24.5,808,50,15
29.04.2024 09:18:01.674,7.41,24.5,808,50,7
29.04.2024 09:18:10.608,7.39,24.5,791,50,7
29.04.2024 09:18:13.259,7.40,24.5,772,50,7
29.04.2024 09:18:16.607,7.38,24.5,749,50,7
29.04.2024 09:18:18.257,7.39,24.5,717,50,7
29.04.2024 09:18:19.823,7.39,24.5,696,50,7
29.04.2024 09:18:21.723,7.38,24.5,734,50,7
29.04.2024 09:18:23.157,7.38,24.5,765,50,7
29.04.2024 09:18:24.907,7.39,24.6,788,50,7
29.04.2024 09:18:27.108,7.37,24.5,803,50,7
29.04.2024 09:18:57.188,7.36,24.6,785,50,7
29.04.2024 09:18:59.789,7.37,24.6,758,50,7
29.04.2024 09:19:01.138,7.37,24.6,705,50,7
29.04.2024 09:19:02.388,7.36,24.6,642,50,7
29.04.2024 09:19:03.572,7.36,24.6,589,50,7
29.04.2024 09:19:04.989,7.36,24.6,565,50,7
29.04.2024 09:19:07.355,7.36,24.6,550,50,7
29.04.2024 09:19:16.550,7.36,24.6,592,50,7
29.04.2024 09:19:17.338,7.35,24.6,655,50,7
29.04.2024 09:19:18.555,7.35,24.6,714,50,7
29.04.2024 09:19:19.855,7.35,24.6,751,50,7
29.04.2024 09:19:21.505,7.36,24.6,766,50,7
29.04.2024 09:19:24.720,7.36,24.6,788,50,7
29.04.2024 09:19:26.171,7.34,24.6,805,50,7
29.04.2024 09:19:29.788,7.34,24.6,786,50,7
29.04.2024 09:19:33.380,7.35,24.6,765,50,7
29.04.2024 09:19:35.121,7.34,24.6,745,50,7
29.04.2024 09:19:40.237,7.35,24.6,732,50,7
29.04.2024 09:19:43.637,7.33,24.6,714,50,7
29.04.2024 09:19:46.270,7.34,24.7,693,50,7
29.04.2024 09:19:48.154,7.34,24.6,669,50,7
29.04.2024 09:19:49.736,7.35,24.7,636,50,7
29.04.2024 09:19:51.187,7.34,24.7,597,50,7
29.04.2024 09:19:52.569,7.34,24.6,559,50,7
29.04.2024 09:19:56.737,7.33,24.6,587,50,7
29.04.2024 09:19:58.453,7.35,24.7,621,50,7
29.04.2024 09:19:59.921,7.33,24.6,654,50,7
29.04.2024 09:20:01.569,7.34,24.7,676,50,7
29.04.2024 09:20:03.470,7.34,24.6,701,50,7
29.04.2024 09:20:05.385,7.35,24.7,725,50,7
29.04.2024 09:20:07.338,7.35,24.8,745,50,7
29.04.2024 09:20:19.885,7.34,24.8,720,50,7
29.04.2024 09:20:22.369,7.35,24.8,695,50,7
29.04.2024 09:20:23.918,7.34,24.8,653,50,7
29.04.2024 09:20:25.203,7.35,24.9,600,50,7
29.04.2024 09:20:26.420,7.35,24.9,547,50,7
29.04.2024 09:20:27.736,7.34,24.8,505,50,7
29.04.2024 09:20:29.151,7.34,24.8,472,50,7
29.04.2024 09:20:31.118,7.34,24.8,453,50,7
29.04.2024 09:20:40.252,7.35,24.9,474,50,7
29.04.2024 09:20:42.701,7.36,24.9,491,50,7
29.04.2024 09:20:44.851,7.36,24.9,511,50,7
29.04.2024 09:20:49.918,7.36,24.9,491,50,7
29.04.2024 09:20:51.868,7.37,24.9,468,50,7
29.04.2024 09:20:53.984,7.36,24.9,448,50,7
29.04.2024 09:20:56.301,7.36,24.9,428,50,7
29.04.2024 09:20:58.551,7.37,24.9,409,50,7
29.04.2024 09:21:02.733,7.37,24.9,395,50,7
29.04.2024 09:21:58.299,7.36,24.9,408,50,7
29.04.2024 09:22:04.490,7.37,24.9,425,50,7
29.04.2024 09:22:06.315,7.36,24.9,448,50,7
29.04.2024 09:22:08.480,7.37,24.9,475,50,7
29.04.2024 09:22:15.747,7.36,24.9,488,50,7
29.04.2024 09:22:18.197,7.36,24.9,511,50,7
29.04.2024 09:22:19.848,7.37,25.0,539,50,7
29.04.2024 09:22:26.846,7.37,25.0,570,50,7
29.04.2024 09:22:28.263,7.37,24.9,608,50,7
29.04.2024 09:22:29.798,7.38,25.0,632,50,7
29.04.2024 09:22:31.546,7.37,25.0,663,50,7
29.04.2024 09:22:33.230,7.37,25.0,685,50,7
29.04.2024 09:22:36.980,7.36,25.0,656,50,7
29.04.2024 09:22:37.747,7.38,25.0,634,50,7
29.04.2024 09:22:40.398,7.36,24.9,613,50,7
29.04.2024 09:22:42.397,7.38,25.0,594,50,7
29.04.2024 09:22:45.414,7.37,25.0,610,50,7
29.04.2024 09:22:48.546,7.37,25.0,578,50,7
29.04.2024 09:22:49.963,7.37,25.0,542,50,7
29.04.2024 09:22:51.697,7.37,25.0,525,50,7
29.04.2024 09:22:53.279,7.37,24.9,578,50,7
29.04.2024 09:22:54.529,7.38,25.0,633,50,7
29.04.2024 09:22:55.898,7.38,25.0,650,50,7
29.04.2024 09:22:57.812,7.38,25.0,624,50,7
29.04.2024 09:22:59.746,7.37,25.0,604,50,7
29.04.2024 09:23:01.763,7.37,25.0,581,50,7
29.04.2024 09:23:05.111,7.37,25.0,597,50,7
29.04.2024 09:23:07.713,7.38,25.0,613,50,7
29.04.2024 09:23:11.530,7.38,25.0,588,50,7
29.04.2024 09:23:13.246,7.37,25.0,557,50,7
29.04.2024 09:23:14.645,7.39,25.0,515,50,7
29.04.2024 09:23:15.961,7.38,25.0,482,50,7
29.04.2024 09:23:17.661,7.39,25.0,460,50,7
29.04.2024 09:23:21.579,7.38,25.0,479,50,7
29.04.2024 09:23:30.211,7.38,25.0,502,50,7
29.04.2024 09:23:37.628,7.39,25.1,531,50,7
29.04.2024 09:23:39.311,7.38,25.0,551,50,7
29.04.2024 09:23:42.194,7.39,25.0,523,50,7
29.04.2024 09:23:43.694,7.39,25.0,489,50,7
29.04.2024 09:23:45.293,7.40,25.1,462,50,7
29.04.2024 09:23:47.177,7.39,25.0,441,50,7
29.04.2024 09:23:53.627,7.40,25.0,469,50,7
29.04.2024 09:23:55.161,7.39,25.0,501,50,7
29.04.2024 09:23:56.759,7.40,25.0,528,50,7
29.04.2024 09:23:58.594,7.39,25.0,552,50,7
29.04.2024 09:24:02.760,7.41,25.1,511,50,7
29.04.2024 09:24:03.361,7.41,25.0,464,50,7
29.04.2024 09:24:04.861,7.40,25.0,440,50,7
29.04.2024 09:24:11.309,7.41,25.0,454,50,7
29.04.2024 09:24:13.694,7.40,25.0,428,50,7
29.04.2024 09:24:15.943,7.41,25.1,413,50,7
29.04.2024 09:24:25.809,7.40,25.0,394,50,7
29.04.2024 09:24:33.191,7.41,25.0,378,50,7
29.04.2024 09:24:44.625,7.42,25.1,396,50,7
29.04.2024 09:25:16.750,7.43,25.1,413,50,7
29.04.2024 09:25:19.891,7.42,25.1,397,50,7
29.04.2024 09:25:38.890,7.43,25.1,428,50,7
29.04.2024 09:25:40.424,7.43,25.1,454,50,7
29.04.2024 09:25:46.674,7.43,25.1,497,50,7
29.04.2024 09:25:48.390,7.43,25.1,537,50,7
29.04.2024 09:25:49.506,7.44,25.1,572,50,7
29.04.2024 09:25:50.905,7.43,25.1,600,50,7
29.04.2024 09:25:53.640,7.43,25.1,564,50,7
29.04.2024 09:25:55.910,7.43,25.1,529,50,7
29.04.2024 09:25:56.707,7.43,25.1,506,50,7
29.04.2024 09:25:59.240,7.43,25.1,491,50,7
29.04.2024 09:26:07.206,7.43,25.1,477,50,7
29.04.2024 09:26:13.822,7.44,25.1,456,50,7
29.04.2024 09:26:15.971,7.43,25.1,439,50,7
29.04.2024 09:26:26.737,7.44,25.1,417,50,7
29.04.2024 09:26:32.122,7.44,25.1,403,50,7
29.04.2024 09:26:36.303,7.44,25.1,390,50,7
29.04.2024 09:26:43.739,7.44,25.1,407,50,7
29.04.2024 09:26:58.387,7.46,25.1,391,50,7
29.04.2024 09:27:03.220,7.45,25.1,405,50,7
29.04.2024 09:27:07.670,7.46,25.1,423,50,7
29.04.2024 09:27:10.360,7.45,25.1,440,50,7
29.04.2024 09:27:13.703,7.46,25.1,423,50,7
29.04.2024 09:27:18.850,7.46,25.1,464,50,7
29.04.2024 09:27:19.403,7.47,25.2,511,50,7
29.04.2024 09:27:20.752,7.47,25.1,542,50,7
29.04.2024 09:27:24.569,7.46,25.1,565,50,7
29.04.2024 09:27:26.234,7.46,25.2,601,50,7
29.04.2024 09:27:27.651,7.47,25.2,640,50,7
29.04.2024 09:27:31.190,7.46,25.1,594,50,7
29.04.2024 09:27:32.519,7.46,25.1,577,50,7
29.04.2024 09:27:34.719,7.47,25.2,609,50,7
29.04.2024 09:27:36.234,7.47,25.2,638,50,7
29.04.2024 09:27:37.936,7.47,25.2,660,50,7
29.04.2024 09:27:41.969,7.46,25.1,631,50,7
29.04.2024 09:27:43.634,7.47,25.2,597,50,7
29.04.2024 09:27:45.350,7.46,25.1,554,50,7
29.04.2024 09:27:46.318,7.46,25.1,513,50,7
29.04.2024 09:27:47.901,7.46,25.1,490,50,7
29.04.2024 09:27:51.184,7.47,25.1,475,50,7
29.04.2024 09:27:55.835,7.47,25.2,454,50,7
29.04.2024 09:27:57.684,7.48,25.2,431,50,7
29.04.2024 09:28:01.766,7.47,25.1,449,50,7
29.04.2024 09:28:09.233,7.47,25.1,435,50,7
29.04.2024 09:28:14.533,7.48,25.2,466,50,7
29.04.2024 09:28:16.820,7.47,25.1,498,50,7
29.04.2024 09:28:17.382,7.48,25.1,546,50,7
29.04.2024 09:28:18.849,7.48,25.1,560,50,7
29.04.2024 09:28:20.434,7.48,25.2,513,50,7
29.04.2024 09:28:21.719,7.48,25.2,473,50,7
29.04.2024 09:28:23.434,7.47,25.1,459,50,7
29.04.2024 09:28:25.483,7.48,25.2,482,50,7
29.04.2024 09:28:27.660,7.48,25.2,528,50,7
29.04.2024 09:28:28.348,7.48,25.2,572,50,7
29.04.2024 09:28:32.934,7.48,25.1,555,50,7
29.04.2024 09:28:35.249,7.48,25.2,522,50,7
29.04.2024 09:28:36.565,7.48,25.1,484,50,7
29.04.2024 09:28:38.115,7.48,25.2,471,50,7
29.04.2024 09:28:40.115,7.49,25.2,492,50,7
29.04.2024 09:28:42.815,7.49,25.2,461,50,7
29.04.2024 09:28:44.881,7.48,25.1,448,50,7
29.04.2024 09:28:48.615,7.49,25.2,463,50,7
29.04.2024 09:28:54.320,7.48,25.1,448,50,7
29.04.2024 09:28:56.299,7.49,25.2,486,50,7
29.04.2024 09:28:57.598,7.50,25.2,540,50,7
29.04.2024 09:28:58.832,7.50,25.2,589,50,7
29.04.2024 09:29:00.332,7.48,25.1,606,50,7
29.04.2024 09:29:02.320,7.50,25.2,565,50,15
29.04.2024 09:29:03.348,7.49,25.2,530,50,15
29.04.2024 09:29:06.848,7.50,25.2,547,50,15
29.04.2024 09:29:09.216,7.50,25.2,566,50,15
29.04.2024 09:29:11.681,7.50,25.2,531,50,15
29.04.2024 09:29:13.213,7.49,25.1,500,50,15
29.04.2024 09:29:16.598,7.50,25.2,515,50,15
29.04.2024 09:29:19.230,7.49,25.1,491,50,15
29.04.2024 09:29:20.846,7.50,25.2,462,50,15
29.04.2024 09:29:23.348,7.50,25.2,449,50,15
29.04.2024 09:29:27.263,7.51,25.2,468,50,15
29.04.2024 09:29:33.230,7.50,25.1,451,50,15
29.04.2024 09:29:38.790,7.50,25.2,478,50,15
29.04.2024 09:29:39.447,7.50,25.1,526,50,15
29.04.2024 09:29:40.697,7.51,25.2,585,50,15
29.04.2024 09:29:41.980,7.50,25.1,649,50,15
29.04.2024 09:29:43.197,7.50,25.2,700,50,15
29.04.2024 09:29:44.664,7.50,25.2,725,50,15
29.04.2024 09:29:47.614,7.51,25.2,762,50,15
29.04.2024 09:29:49.290,7.50,25.1,804,50,15
29.04.2024 09:29:50.365,7.51,25.2,845,50,15
29.04.2024 09:29:51.864,7.51,25.2,870,50,15
29.04.2024 09:29:56.513,7.51,25.2,883,50,15
29.04.2024 09:29:59.864,7.51,25.2,856,50,15
29.04.2024 09:30:01.378,7.52,25.2,819,50,15
29.04.2024 09:30:02.930,7.51,25.2,785,50,15
29.04.2024 09:30:06.362,7.51,25.2,808,50,15
29.04.2024 09:30:10.246,7.52,25.2,779,50,15
29.04.2024 09:30:11.762,7.51,25.2,743,50,15
29.04.2024 09:30:13.262,7.53,25.2,716,50,15
29.04.2024 09:30:14.845,7.51,25.2,677,50,15
29.04.2024 09:30:16.315,7.52,25.2,642,50,15
29.04.2024 09:30:18.246,7.52,25.2,609,50,15
29.04.2024 09:30:19.829,7.52,25.2,585,50,15
29.04.2024 09:30:23.460,7.52,25.2,615,50,15
29.04.2024 09:30:24.812,7.52,25.2,635,50,15
29.04.2024 09:30:29.111,7.52,25.2,655,50,15
29.04.2024 09:30:30.979,7.52,25.2,679,50,15
29.04.2024 09:30:32.960,7.53,25.2,701,50,15
29.04.2024 09:30:35.450,7.52,25.2,714,50,15
29.04.2024 09:30:38.780,7.52,25.2,748,50,15
29.04.2024 09:30:39.361,7.52,25.2,797,50,15
29.04.2024 09:30:40.710,7.52,25.2,851,50,15
29.04.2024 09:30:41.894,7.52,25.2,898,50,15
29.04.2024 09:30:43.312,7.53,25.2,923,50,15
29.04.2024 09:30:48.345,7.52,25.2,896,50,15
29.04.2024 09:30:52.279,7.52,25.2,918,50,15
29.04.2024 09:30:56.128,7.51,25.2,889,50,15
29.04.2024 09:30:57.509,7.51,25.2,853,50,15
29.04.2024 09:31:00.177,7.52,25.2,840,50,15
29.04.2024 09:31:02.378,7.50,25.2,858,50,15
29.04.2024 09:31:04.892,7.51,25.2,846,50,15
29.04.2024 09:31:06.877,7.50,25.2,878,50,15
29.04.2024 09:31:09.177,7.50,25.2,832,50,15
29.04.2024 09:31:10.526,7.49,25.2,785,50,15
29.04.2024 09:31:11.960,7.49,25.2,762,50,15
29.04.2024 09:31:14.625,7.49,25.2,784,50,15
29.04.2024 09:31:18.609,7.48,25.2,764,50,15
29.04.2024 09:31:22.394,7.48,25.3,807,50,15
29.04.2024 09:31:24.595,7.48,25.3,744,50,15
29.04.2024 09:31:25.778,7.48,25.3,668,50,15
29.04.2024 09:31:26.892,7.47,25.3,589,50,15
29.04.2024 09:31:28.590,7.46,25.2,542,50,15
29.04.2024 09:31:29.611,7.48,25.3,527,50,15
29.04.2024 09:31:32.209,7.47,25.3,547,50,15
29.04.2024 09:31:34.226,7.45,25.2,576,50,15
29.04.2024 09:31:35.658,7.46,25.3,607,50,15
29.04.2024 09:31:38.542,7.46,25.4,578,50,15
29.04.2024 09:31:40.176,7.46,25.5,555,50,15
29.04.2024 09:31:43.677,7.45,25.3,560,50,15
29.04.2024 09:31:45.292,7.44,25.3,594,50,15
29.04.2024 09:31:46.742,7.43,25.3,639,50,15
29.04.2024 09:31:48.900,7.44,25.3,688,50,15
29.04.2024 09:31:49.309,7.44,25.3,726,50,15
29.04.2024 09:31:51.575,7.42,25.4,677,50,15
29.04.2024 09:31:52.724,7.43,25.5,609,50,15
29.04.2024 09:31:53.927,7.42,25.4,557,50,15
29.04.2024 09:31:55.275,7.41,25.3,522,50,15
29.04.2024 09:31:56.959,7.41,25.3,501,50,15
29.04.2024 09:32:00.407,7.42,25.4,523,50,15
29.04.2024 09:32:02.375,7.41,25.5,528,50,7
29.04.2024 09:32:04.490,7.40,25.4,553,50,7
29.04.2024 09:32:09.874,7.40,25.5,588,50,7
29.04.2024 09:32:12.924,7.39,25.4,553,50,7
29.04.2024 09:32:16.790,7.38,25.4,584,50,7
29.04.2024 09:32:18.207,7.39,25.5,634,50,7
29.04.2024 09:32:19.457,7.38,25.4,684,50,7
29.04.2024 09:32:20.823,7.39,25.5,723,50,7
29.04.2024 09:32:25.273,7.39,25.5,712,50,7
29.04.2024 09:32:29.523,7.37,25.5,685,50,7
29.04.2024 09:32:31.157,7.37,25.5,748,50,7
29.04.2024 09:32:32.290,7.37,25.5,835,50,7
29.04.2024 09:32:33.490,7.37,25.5,885,50,7
29.04.2024 09:32:35.674,7.37,25.5,838,50,7
29.04.2024 09:32:37.107,7.37,25.5,820,50,7
29.04.2024 09:32:38.874,7.37,25.5,861,50,7
29.04.2024 09:32:40.750,7.36,25.5,899,50,7
29.04.2024 09:32:42.240,7.36,25.5,833,50,7
29.04.2024 09:32:43.357,7.37,25.5,752,50,7
29.04.2024 09:32:44.539,7.37,25.5,687,50,7
29.04.2024 09:32:45.822,7.36,25.5,662,50,7
29.04.2024 09:32:51.273,7.36,25.5,633,50,7
29.04.2024 09:32:52.690,7.37,25.5,607,50,7
29.04.2024 09:32:54.907,7.36,25.5,645,50,7
29.04.2024 09:32:56.173,7.37,25.5,682,50,7
29.04.2024 09:32:59.405,7.37,25.5,659,50,7
29.04.2024 09:33:03.305,7.35,25.5,682,50,7
29.04.2024 09:33:12.838,7.35,25.5,637,50,7
29.04.2024 09:33:14.187,7.36,25.5,603,50,7
29.04.2024 09:33:16.721,7.34,25.5,582,50,7
29.04.2024 09:33:18.737,7.35,25.5,561,50,7
29.04.2024 09:33:21.270,7.34,25.5,541,50,7
29.04.2024 09:33:26.270,7.35,25.5,588,50,7
29.04.2024 09:33:27.437,7.34,25.5,660,50,7
29.04.2024 09:33:28.604,7.34,25.5,729,50,7
29.04.2024 09:33:29.821,7.34,25.5,778,50,7
29.04.2024 09:33:32.486,7.35,25.5,742,50,7
29.04.2024 09:33:34.200,7.35,25.5,725,50,7
29.04.2024 09:33:36.171,7.35,25.5,750,50,7
29.04.2024 09:33:39.388,7.34,25.5,708,50,7
29.04.2024 09:33:40.687,7.34,25.5,677,50,7
29.04.2024 09:33:43.860,7.34,25.5,696,50,7
29.04.2024 09:33:44.887,7.34,25.5,645,50,7
29.04.2024 09:33:46.530,7.34,25.5,582,50,7
29.04.2024 09:33:47.321,7.34,25.5,537,50,7
29.04.2024 09:33:48.687,7.34,25.5,513,50,7
29.04.2024 09:33:52.503,7.34,25.5,500,50,7
29.04.2024 09:33:56.736,7.34,25.5,481,50,7
29.04.2024 09:34:00.670,7.33,25.5,465,50,7
29.04.2024 09:34:22.154,7.35,25.5,450,50,7
29.04.2024 09:34:56.401,7.36,25.6,439,50,7
29.04.2024 09:35:24.851,7.36,25.5,457,50,7
29.04.2024 09:35:27.266,7.38,25.6,471,50,7
29.04.2024 09:35:32.660,7.36,25.5,492,50,7
29.04.2024 09:35:33.865,7.37,25.5,517,50,7
29.04.2024 09:35:35.953,7.36,25.5,531,50,7
29.04.2024 09:35:50.948,7.37,25.6,512,50,7
29.04.2024 09:35:53.332,7.37,25.6,494,50,7
29.04.2024 09:35:57.716,7.37,25.6,477,50,7
29.04.2024 09:36:10.898,7.36,25.6,508,50,7
29.04.2024 09:36:12.282,7.37,25.6,540,50,7
29.04.2024 09:36:13.730,7.36,25.6,572,50,7
29.04.2024 09:36:15.164,7.36,25.5,608,50,7
29.04.2024 09:36:16.581,7.36,25.5,648,50,7
29.04.2024 09:36:17.930,7.36,25.5,698,50,7
29.04.2024 09:36:19.247,7.37,25.6,748,50,7
29.04.2024 09:36:20.581,7.36,25.6,787,50,7
29.04.2024 09:36:22.282,7.36,25.6,810,50,7
29.04.2024 09:36:25.581,7.36,25.6,782,50,7
29.04.2024 09:36:27.180,7.36,25.6,749,50,7
29.04.2024 09:36:28.747,7.37,25.6,719,50,7
29.04.2024 09:36:30.463,7.36,25.6,692,50,7
29.04.2024 09:36:32.246,7.36,25.6,668,50,7
29.04.2024 09:36:37.546,7.37,25.6,686,50,7
29.04.2024 09:36:41.180,7.37,25.6,662,50,7
29.04.2024 09:36:42.996,7.36,25.6,635,50,7
29.04.2024 09:36:44.546,7.37,25.6,604,50,7
29.04.2024 09:36:46.130,7.37,25.6,562,50,7
29.04.2024 09:36:47.395,7.37,25.6,521,50,7
29.04.2024 09:36:48.862,7.36,25.5,491,50,7
29.04.2024 09:36:58.197,7.36,25.5,478,50,7
29.04.2024 09:37:04.713,7.37,25.5,495,50,7
29.04.2024 09:37:09.328,7.37,25.5,479,50,7
29.04.2024 09:37:12.460,7.38,25.6,462,50,7
29.04.2024 09:37:17.911,7.38,25.6,450,50,7
29.04.2024 09:37:26.620,7.39,25.6,464,50,7
29.04.2024 09:37:29.477,7.39,25.6,481,50,7
29.04.2024 09:37:33.477,7.38,25.6,496,50,7
29.04.2024 09:37:37.510,7.38,25.6,522,50,7
29.04.2024 09:37:39.163,7.39,25.6,554,50,7
29.04.2024 09:37:40.595,7.38,25.6,589,50,7
29.04.2024 09:37:42.280,7.39,25.6,620,50,7
29.04.2024 09:37:43.578,7.39,25.6,652,50,7
29.04.2024 09:37:45.163,7.39,25.6,684,50,7
29.04.2024 09:37:46.793,7.40,25.6,714,50,7
29.04.2024 09:37:48.311,7.39,25.6,749,50,7
29.04.2024 09:37:49.878,7.40,25.6,771,50,7
29.04.2024 09:37:52.727,7.40,25.6,724,50,7
29.04.2024 09:37:53.976,7.40,25.6,662,50,7
29.04.2024 09:37:55.226,7.39,25.6,607,50,7
29.04.2024 09:37:56.543,7.39,25.6,563,50,7
29.04.2024 09:37:57.894,7.40,25.6,531,50,7
29.04.2024 09:37:59.476,7.39,25.6,506,50,7
29.04.2024 09:38:03.377,7.40,25.6,489,50,7
29.04.2024 09:38:05.993,7.40,25.6,471,50,7
29.04.2024 09:38:12.259,7.40,25.6,455,50,7
29.04.2024 09:38:18.292,7.41,25.6,442,50,7
29.04.2024 09:38:26.210,7.41,25.6,428,50,7
29.04.2024 09:38:42.259,7.41,25.6,449,50,7
29.04.2024 09:38:44.858,7.42,25.6,466,50,7
29.04.2024 09:38:47.230,7.41,25.6,489,50,7
29.04.2024 09:38:48.960,7.41,25.6,518,50,7
29.04.2024 09:38:50.957,7.41,25.6,538,50,7
29.04.2024 09:38:57.730,7.41,25.6,563,50,7
29.04.2024 09:38:58.591,7.42,25.7,596,50,7
29.04.2024 09:38:59.992,7.41,25.6,640,50,7
29.04.2024 09:39:01.259,7.42,25.6,678,50,7
29.04.2024 09:39:04.375,7.41,25.6,630,50,7
29.04.2024 09:39:05.625,7.41,25.6,584,50,7
29.04.2024 09:39:07.910,7.42,25.6,554,50,7
29.04.2024 09:39:08.757,7.42,25.6,525,50,7
29.04.2024 09:39:10.375,7.41,25.6,497,50,7
29.04.2024 09:39:11.908,7.41,25.6,465,50,7
29.04.2024 09:39:13.723,7.42,25.6,441,50,7
29.04.2024 09:39:16.590,7.41,25.6,426,50,7
29.04.2024 09:39:23.275,7.42,25.6,414,50,7
29.04.2024 09:39:38.550,7.43,25.6,401,50,7
29.04.2024 09:39:49.739,7.42,25.6,389,50,7
29.04.2024 09:40:07.489,7.44,25.7,378,50,7
29.04.2024 09:42:14.667,7.47,25.6,390,50,7
29.04.2024 09:43:14.930,7.49,25.6,397,50,15
29.04.2024 09:43:46.630,7.51,25.6,411,50,15
29.04.2024 09:45:11.842,7.51,25.6,399,50,15
29.04.2024 09:46:09.674,7.40,25.6,399,50,7
29.04.2024 09:46:49.355,7.37,25.6,411,50,7
29.04.2024 09:47:00.838,7.36,25.6,424,50,7
29.04.2024 09:47:04.720,7.35,25.6,451,50,7
29.04.2024 09:47:05.638,7.35,25.6,482,50,7
29.04.2024 09:47:07.471,7.35,25.6,498,50,7
29.04.2024 09:47:13.550,7.35,25.6,468,50,7
29.04.2024 09:47:14.621,7.35,25.6,443,50,7
29.04.2024 09:47:16.971,7.36,25.6,425,50,7
29.04.2024 09:47:24.880,7.36,25.7,413,50,7
29.04.2024 09:48:27.369,7.34,25.6,435,50,7
29.04.2024 09:48:34.170,7.34,25.6,421,50,7
29.04.2024 09:49:07.917,7.35,25.6,434,50,7
29.04.2024 09:49:13.753,7.35,25.6,448,50,7
29.04.2024 09:49:17.934,7.37,25.6,467,50,7
29.04.2024 09:49:20.200,7.36,25.6,486,50,7
29.04.2024 09:49:24.365,7.37,25.7,506,50,7
29.04.2024 09:49:27.165,7.37,25.7,519,50,7
29.04.2024 09:49:31.315,7.36,25.6,538,50,7
29.04.2024 09:49:33.980,7.37,25.6,559,50,7
29.04.2024 09:49:35.183,7.37,25.7,580,50,7
29.04.2024 09:49:39.549,7.36,25.6,548,50,7
29.04.2024 09:49:41.820,7.36,25.6,518,50,7
29.04.2024 09:49:43.999,7.36,25.6,506,50,7
29.04.2024 09:49:49.131,7.35,25.6,527,50,7
29.04.2024 09:49:51.214,7.36,25.6,551,50,7
29.04.2024 09:49:52.931,7.36,25.6,586,50,7
29.04.2024 09:49:54.198,7.35,25.6,628,50,7
29.04.2024 09:49:55.530,7.36,25.6,658,50,7
29.04.2024 09:49:59.131,7.37,25.7,623,50,7
29.04.2024 09:50:00.532,7.36,25.6,574,50,7
29.04.2024 09:50:01.780,7.36,25.6,538,50,7
29.04.2024 09:50:03.813,7.37,25.6,522,50,7
29.04.2024 09:50:06.730,7.37,25.6,502,50,7
29.04.2024 09:50:10.698,7.37,25.7,486,50,7
29.04.2024 09:50:15.365,7.36,25.6,471,50,7
29.04.2024 09:50:58.678,7.36,25.6,489,50,7
29.04.2024 09:51:01.628,7.37,25.7,504,50,7
29.04.2024 09:51:08.545,7.37,25.6,522,50,7
29.04.2024 09:51:39.293,7.37,25.6,540,50,7
29.04.2024 09:51:43.793,7.38,25.6,519,50,7
29.04.2024 09:51:47.194,7.38,25.6,506,50,7
29.04.2024 09:51:57.809,7.38,25.6,494,50,7
29.04.2024 09:52:27.158,7.40,25.6,508,50,7
29.04.2024 09:52:34.158,7.40,25.6,527,50,7
29.04.2024 09:52:36.141,7.40,25.6,554,50,7
29.04.2024 09:52:38.700,7.41,25.7,568,50,7
29.04.2024 09:52:40.257,7.41,25.7,542,50,7
29.04.2024 09:52:42.141,7.41,25.7,527,50,7
29.04.2024 09:52:44.907,7.41,25.7,542,50,7
29.04.2024 09:52:49.580,7.41,25.6,564,50,7
29.04.2024 09:52:53.257,7.41,25.7,546,50,7
