timestring,pH,Temperature,PAR,LightOut,Actuators
date,,°C,µmol/m²/s,%,
02.05.2024 15:56:20.717,6.83,28.5,408,50,39
02.05.2024 15:56:51.431,6.79,28.5,396,50,39
02.05.2024 15:57:16.546,6.79,28.5,383,50,39
02.05.2024 15:57:41.813,6.82,28.5,371,50,39
02.05.2024 15:58:05.796,6.85,28.6,358,50,39
02.05.2024 15:58:33.244,6.88,28.6,346,50,39
02.05.2024 15:59:04.963,6.89,28.6,334,50,39
02.05.2024 15:59:39.507,6.88,28.7,323,50,39
02.05.2024 16:00:22.207,6.88,28.6,310,50,39
02.05.2024 16:02:06.885,6.95,28.6,298,50,39
02.05.2024 16:04:37.601,7.01,28.7,287,50,39
02.05.2024 16:06:06.177,7.05,28.8,275,50,39
02.05.2024 16:08:34.536,7.14,29.0,269,50,39
02.05.2024 16:08:39.803,7.13,28.8,269,50,39
02.05.2024 16:08:47.736,7.14,29.0,269,50,39
02.05.2024 16:12:09.446,7.26,29.1,267,50,39
02.05.2024 16:14:31.322,7.34,29.1,256,50,39
02.05.2024 16:17:16.650,7.45,29.1,247,50,39
02.05.2024 16:18:18.364,7.49,29.1,246,50,47
02.05.2024 16:20:12.276,7.36,29.1,234,50,39
02.05.2024 16:20:24.375,7.25,29.2,233,50,39
02.05.2024 16:20:35.174,7.13,29.1,232,50,39
02.05.2024 16:20:47.657,7.02,29.1,230,50,39
02.05.2024 16:21:03.792,6.90,29.2,228,50,39
02.05.2024 16:21:23.407,6.79,29.2,228,50,39
02.05.2024 16:24:41.430,6.75,29.2,216,50,39
02.05.2024 16:26:51.627,6.84,29.2,205,50,39
02.05.2024 16:28:38.572,6.85,29.2,194,50,39
02.05.2024 16:29:45.520,6.89,29.2,181,50,39
02.05.2024 16:30:40.551,6.89,29.2,170,50,39
02.05.2024 16:31:41.160,6.92,29.2,159,50,39
02.05.2024 16:36:22.956,7.03,29.3,161,50,39
02.05.2024 16:40:58.226,7.15,29.2,161,50,39
02.05.2024 16:44:51.299,7.26,29.2,163,50,39
02.05.2024 16:48:44.240,7.38,29.3,160,50,39
02.05.2024 16:51:59.766,7.48,29.2,152,50,39
02.05.2024 16:52:13.650,7.48,29.2,150,50,47
02.05.2024 16:54:04.161,7.41,29.2,141,50,39
02.05.2024 16:54:14.510,7.29,29.2,140,50,39
02.05.2024 16:54:25.811,7.16,29.2,139,50,39
02.05.2024 16:54:39.127,7.04,29.2,138,50,39
02.05.2024 16:54:53.710,6.91,29.2,138,50,39
02.05.2024 16:55:12.108,6.80,29.2,138,50,39
02.05.2024 16:55:41.174,6.68,29.2,136,50,39
02.05.2024 16:56:49.171,6.80,29.2,136,50,39
02.05.2024 17:06:27.980,6.91,29.2,139,50,39
02.05.2024 17:11:33.868,7.03,29.2,140,50,39
02.05.2024 17:15:49.825,7.14,29.2,128,50,39
02.05.2024 17:19:03.551,7.20,29.1,117,50,39
02.05.2024 17:21:44.278,7.28,29.1,106,50,39
02.05.2024 17:26:07.484,7.38,29.1,98,50,39
02.05.2024 17:29:55.125,7.50,29.1,101,50,39
02.05.2024 17:29:58.559,7.49,29.0,102,50,47
02.05.2024 17:31:46.986,7.41,29.0,104,50,39
02.05.2024 17:31:59.236,7.29,29.0,106,50,39
02.05.2024 17:32:10.690,7.17,29.0,106,50,39
02.05.2024 17:32:22.885,7.05,29.0,106,50,39
02.05.2024 17:32:37.601,6.92,29.0,106,50,39
02.05.2024 17:32:54.569,6.80,29.0,106,50,39
02.05.2024 17:33:24.549,6.69,29.0,107,50,39
02.05.2024 17:34:39.147,6.81,29.0,107,50,39
02.05.2024 17:37:04.207,6.75,28.8,107,50,39
02.05.2024 17:41:19.747,6.85,28.7,113,50,39
02.05.2024 17:46:28.351,6.97,28.7,122,50,39
02.05.2024 17:48:56.663,7.01,28.7,110,50,39
02.05.2024 17:51:44.539,7.06,28.6,99,50,39
02.05.2024 17:56:30.778,7.17,28.6,92,50,39
02.05.2024 17:58:51.789,7.21,28.5,81,50,39
02.05.2024 18:00:52.680,7.26,28.5,70,50,39
02.05.2024 18:03:47.276,7.30,28.4,59,50,39
02.05.2024 18:07:52.217,7.37,28.3,61,50,39
02.05.2024 18:11:34.575,7.45,28.1,73,50,39
02.05.2024 18:13:22.453,7.48,28.1,76,50,47
02.05.2024 18:15:09.584,7.41,28.1,74,50,39
02.05.2024 18:15:21.983,7.28,28.1,73,50,39
02.05.2024 18:15:34.648,7.16,28.0,73,50,39
02.05.2024 18:15:46.320,7.05,28.1,75,50,39
02.05.2024 18:15:58.180,6.93,28.1,74,50,39
02.05.2024 18:16:14.730,6.81,28.1,74,50,39
02.05.2024 18:16:38.880,6.70,28.0,75,50,39
02.05.2024 18:18:12.858,6.81,28.0,78,50,39
02.05.2024 18:24:42.411,6.82,27.9,80,50,39
02.05.2024 18:26:36.390,6.85,27.7,81,50,39
02.05.2024 18:29:02.000,6.89,27.6,70,50,39
02.05.2024 18:33:55.171,6.98,27.5,67,50,39
02.05.2024 18:39:28.891,7.09,27.4,62,50,39
02.05.2024 18:41:58.269,7.13,27.4,52,50,39
02.05.2024 18:43:15.832,7.15,27.2,48,50,39
02.05.2024 18:46:14.543,7.20,27.1,45,50,39
02.05.2024 18:52:16.793,7.29,26.9,47,50,39
02.05.2024 18:58:09.880,7.40,26.8,42,50,39
02.05.2024 19:00:10.125,7.43,26.6,38,50,39
02.05.2024 19:04:59.298,7.50,26.5,37,50,47
02.05.2024 19:06:18.726,7.41,26.5,40,50,39
02.05.2024 19:06:28.420,7.29,26.4,39,50,39
02.05.2024 19:06:39.328,7.17,26.4,40,50,39
02.05.2024 19:06:51.693,7.06,26.5,40,50,39
02.05.2024 19:07:04.976,6.95,26.5,41,50,39
02.05.2024 19:07:18.742,6.83,26.5,42,50,39
02.05.2024 19:07:37.857,6.72,26.5,41,50,39
02.05.2024 19:13:50.726,6.74,26.3,35,50,39
02.05.2024 19:17:55.433,6.79,26.1,27,50,39
02.05.2024 19:20:16.210,6.84,26.0,24,50,39
02.05.2024 19:26:38.479,6.93,25.9,20,50,39
02.05.2024 19:34:15.660,7.02,25.7,19,50,39
02.05.2024 19:38:45.950,7.08,25.6,18,50,39
02.05.2024 19:43:44.437,7.15,25.5,15,50,39
02.05.2024 19:52:25.184,7.25,25.3,12,50,39
02.05.2024 20:02:10.510,7.34,25.2,11,50,39
02.05.2024 20:04:25.703,7.37,25.0,12,50,39
02.05.2024 20:10:55.338,7.42,24.8,14,50,39
02.05.2024 20:17:33.206,7.49,24.7,11,50,47
02.05.2024 20:19:17.569,7.41,24.7,9,50,39
02.05.2024 20:19:28.967,7.30,24.7,9,50,39
02.05.2024 20:19:40.736,7.18,24.7,9,50,39
02.05.2024 20:19:51.967,7.07,24.7,8,50,39
02.05.2024 20:20:05.684,6.94,24.7,8,50,39
02.05.2024 20:20:21.134,6.82,24.7,8,50,39
02.05.2024 20:20:40.371,6.70,24.6,8,50,39
02.05.2024 20:22:41.610,6.78,24.5,7,50,7
02.05.2024 20:22:44.960,6.78,24.6,6,50,7
02.05.2024 20:23:01.743,6.75,24.4,6,50,7
02.05.2024 20:29:07.345,6.77,24.3,6,50,7
02.05.2024 20:35:03.463,6.85,24.2,3,50,7
02.05.2024 20:36:19.128,6.85,24.0,3,50,7
02.05.2024 20:38:54.256,6.89,23.9,2,50,7
02.05.2024 20:44:29.710,6.94,23.7,1,50,7
02.05.2024 20:49:45.128,7.01,23.6,1,50,7
02.05.2024 20:50:06.361,7.02,23.4,0,50,7
02.05.2024 20:54:22.151,7.05,23.2,0,50,7
02.05.2024 21:01:23.951,7.13,23.1,-0,50,7
02.05.2024 21:03:47.812,7.16,22.9,-0,50,7
02.05.2024 21:03:56.546,7.16,23.1,0,50,7
02.05.2024 21:04:06.611,7.15,22.9,1,50,7
02.05.2024 21:04:18.877,7.17,23.1,-0,50,7
02.05.2024 21:04:21.861,7.16,22.9,-1,50,7
02.05.2024 21:04:28.677,7.15,23.0,-1,50,7
02.05.2024 21:04:55.993,7.17,22.9,0,50,7
02.05.2024 21:11:10.710,7.22,22.7,-0,50,7
02.05.2024 21:20:33.888,7.32,22.6,0,50,7
02.05.2024 21:22:14.167,7.33,22.4,-0,50,7
02.05.2024 21:27:21.121,7.37,22.3,0,50,7
02.05.2024 21:34:57.387,7.42,22.1,-1,50,7
02.05.2024 21:40:51.289,7.46,21.9,0,50,7
02.05.2024 21:45:34.450,7.49,21.7,-0,50,15
02.05.2024 21:47:19.641,7.41,21.8,-0,50,7
02.05.2024 21:47:30.457,7.29,21.7,0,50,7
02.05.2024 21:47:41.855,7.17,21.7,0,50,7
02.05.2024 21:47:55.506,7.04,21.7,-1,50,7
02.05.2024 21:48:09.388,6.92,21.7,0,50,7
02.05.2024 21:48:25.188,6.81,21.8,-1,50,7
02.05.2024 21:48:44.404,6.70,21.7,-1,50,7
02.05.2024 21:58:16.614,6.75,21.6,-0,50,7
02.05.2024 22:03:12.252,6.81,21.4,0,50,7
02.05.2024 22:07:00.944,6.85,21.2,-1,50,7
02.05.2024 22:15:07.391,6.96,21.1,0,50,7
02.05.2024 22:19:35.913,7.00,21.0,-1,50,7
02.05.2024 22:20:55.160,7.02,20.8,0,50,7
02.05.2024 22:28:00.493,7.09,20.7,-1,50,7
02.05.2024 22:35:31.250,7.17,20.6,0,50,7
02.05.2024 22:43:38.855,7.23,20.4,-1,50,7
02.05.2024 22:46:11.665,7.25,20.3,-1,50,7
02.05.2024 22:57:25.305,7.35,20.2,0,50,7
02.05.2024 23:07:04.450,7.41,20.0,-1,50,7
02.05.2024 23:10:48.624,7.43,19.8,-1,50,7
02.05.2024 23:20:02.151,7.49,19.7,-0,50,15
02.05.2024 23:21:20.982,7.41,19.7,-1,50,7
02.05.2024 23:21:32.782,7.28,19.6,0,50,7
02.05.2024 23:21:44.582,7.16,19.6,-1,50,7
02.05.2024 23:21:56.963,7.04,19.7,-1,50,7
02.05.2024 23:22:08.713,6.93,19.7,-0,50,7
02.05.2024 23:22:23.413,6.82,19.7,-1,50,7
02.05.2024 23:22:42.746,6.70,19.7,0,50,7
02.05.2024 23:37:44.927,6.81,19.6,-1,50,7
02.05.2024 23:42:26.650,6.85,19.4,-1,50,7
02.05.2024 23:51:04.100,6.95,19.3,0,50,7
03.05.2024 00:02:08.717,7.07,19.2,0,50,7
03.05.2024 00:13:32.890,7.17,19.1,-1,50,7
03.05.2024 00:26:11.259,7.28,19.1,-1,50,7
03.05.2024 00:42:05.621,7.39,19.0,-0,50,7
03.05.2024 00:59:32.880,7.50,19.0,-1,50,15
03.05.2024 01:01:19.191,7.41,19.0,0,50,7
03.05.2024 01:01:31.250,7.30,19.0,-1,50,7
03.05.2024 01:01:41.391,7.17,18.9,-0,50,7
03.05.2024 01:01:54.207,7.05,18.9,-1,50,7
03.05.2024 01:02:07.473,6.93,18.9,-1,50,7
03.05.2024 01:02:23.739,6.81,18.9,-0,50,7
03.05.2024 01:02:43.155,6.70,18.9,0,50,7
03.05.2024 01:03:32.253,6.65,18.8,-0,50,7
03.05.2024 01:04:14.167,6.75,19.0,-1,50,7
03.05.2024 01:04:18.151,6.76,18.8,-1,50,7
03.05.2024 01:06:03.114,6.64,18.7,-1,50,7
03.05.2024 01:06:20.779,6.64,18.9,-1,50,7
03.05.2024 01:06:38.529,6.66,18.8,-1,50,7
03.05.2024 01:15:39.473,6.77,18.7,-0,50,7
03.05.2024 01:25:46.650,6.89,18.7,-0,50,7
03.05.2024 01:36:47.789,7.00,18.7,-0,50,7
03.05.2024 01:48:43.394,7.11,18.6,0,50,7
03.05.2024 02:00:43.282,7.22,18.6,0,50,7
03.05.2024 02:15:50.130,7.33,18.6,0,50,7
03.05.2024 02:33:58.302,7.44,18.6,-1,50,7
03.05.2024 02:43:21.648,7.49,18.7,-1,50,15
03.05.2024 02:45:06.709,7.41,18.7,0,50,7
03.05.2024 02:45:18.408,7.29,18.7,-1,50,7
03.05.2024 02:45:29.809,7.18,18.7,-0,50,7
03.05.2024 02:45:41.910,7.07,18.7,-0,50,7
03.05.2024 02:45:52.907,6.95,18.6,-1,50,7
03.05.2024 02:46:07.523,6.85,18.7,-1,50,7
03.05.2024 02:46:24.600,6.73,18.6,-1,50,7
03.05.2024 03:05:10.278,6.83,18.7,-1,50,7
03.05.2024 03:15:25.190,6.94,18.8,0,50,7
03.05.2024 03:18:08.779,6.98,19.0,0,50,7
03.05.2024 03:18:16.713,6.98,18.8,-0,50,7
03.05.2024 03:20:00.109,6.99,19.0,-1,50,7
03.05.2024 03:31:57.114,7.10,19.0,0,50,7
03.05.2024 03:43:33.668,7.21,19.1,-0,50,7
03.05.2024 03:57:35.601,7.32,19.1,-1,50,7
03.05.2024 04:14:53.127,7.44,19.3,-0,50,7
03.05.2024 04:26:22.700,7.48,19.2,-1,50,15
03.05.2024 04:28:08.628,7.41,19.3,-0,50,7
03.05.2024 04:28:19.944,7.29,19.3,-1,50,7
03.05.2024 04:28:31.611,7.17,19.3,-0,50,7
03.05.2024 04:28:44.460,7.06,19.3,0,50,7
03.05.2024 04:28:57.375,6.94,19.2,-1,50,7
03.05.2024 04:29:13.120,6.82,19.3,-1,50,7
03.05.2024 04:29:24.408,6.75,19.5,-0,50,7
03.05.2024 04:29:27.209,6.72,19.3,-0,50,7
03.05.2024 04:30:43.322,6.69,19.5,-0,50,7
03.05.2024 04:30:47.772,6.69,19.3,-0,50,7
03.05.2024 04:31:02.555,6.74,19.5,0,50,7
03.05.2024 04:31:17.789,6.76,19.3,-0,50,7
03.05.2024 04:31:21.220,6.76,19.4,-0,50,7
03.05.2024 04:32:44.384,6.65,19.5,0,50,7
03.05.2024 04:41:49.460,6.76,19.5,-0,50,7
03.05.2024 04:51:32.155,6.87,19.6,-0,50,7
03.05.2024 05:01:37.717,6.98,19.7,0,50,7
03.05.2024 05:12:11.890,7.09,19.8,0,50,7
03.05.2024 05:14:16.377,7.11,20.0,-0,50,7
03.05.2024 05:14:26.680,7.10,19.8,0,50,7
03.05.2024 05:15:11.466,7.12,20.0,0,50,7
03.05.2024 05:15:16.299,7.12,19.9,-1,50,7
03.05.2024 05:17:36.226,7.14,20.0,-1,50,7
03.05.2024 05:30:27.329,7.26,20.1,-0,50,7
03.05.2024 05:45:15.326,7.37,20.2,-1,50,7
03.05.2024 06:02:14.119,7.48,20.3,0,50,7
03.05.2024 06:05:09.878,7.49,20.3,0,50,15
03.05.2024 06:06:55.420,7.41,20.3,0,50,7
03.05.2024 06:07:06.858,7.29,20.3,0,50,7
03.05.2024 06:07:17.207,7.17,20.3,0,50,7
03.05.2024 06:07:29.490,7.06,20.3,0,50,7
03.05.2024 06:07:42.806,6.93,20.3,0,50,7
03.05.2024 06:07:58.605,6.82,20.3,1,50,7
03.05.2024 06:08:16.338,6.70,20.2,0,50,7
03.05.2024 06:23:58.884,6.81,20.3,2,50,7
03.05.2024 06:33:30.260,6.92,20.2,4,50,7
03.05.2024 06:43:23.904,7.03,20.2,5,50,7
03.05.2024 06:54:25.844,7.14,20.2,6,50,7
03.05.2024 07:05:01.451,7.25,20.2,5,50,7
03.05.2024 07:17:08.938,7.36,20.1,16,50,7
03.05.2024 07:27:20.490,7.44,19.9,18,50,7
03.05.2024 07:29:33.729,7.47,19.8,20,50,7
03.05.2024 07:32:51.368,7.48,19.7,22,50,15
03.05.2024 07:34:37.648,7.41,19.6,28,50,7
03.05.2024 07:34:48.464,7.30,19.6,28,50,7
03.05.2024 07:34:58.914,7.17,19.6,27,50,7
03.05.2024 07:35:11.128,7.05,19.6,28,50,7
03.05.2024 07:35:24.428,6.93,19.6,28,50,7
03.05.2024 07:35:40.161,6.81,19.6,30,50,7
03.05.2024 07:35:57.529,6.70,19.6,29,50,7
03.05.2024 07:39:00.321,6.66,19.4,34,50,7
03.05.2024 07:42:15.996,6.69,19.2,32,50,7
03.05.2024 07:48:54.131,6.78,19.1,36,50,7
03.05.2024 07:54:12.483,6.85,18.9,38,50,7
03.05.2024 07:56:41.279,6.89,18.8,41,50,7
03.05.2024 08:03:59.694,7.00,18.7,47,50,7
03.05.2024 08:10:45.510,7.09,18.5,57,50,7
03.05.2024 08:14:36.618,7.16,18.5,45,50,7
03.05.2024 08:14:46.134,7.15,18.4,45,50,7
03.05.2024 08:20:17.138,7.23,18.2,46,50,7
03.05.2024 08:24:15.178,7.29,18.2,57,50,7
03.05.2024 08:25:40.250,7.32,18.2,68,50,7
03.05.2024 08:30:44.880,7.43,18.1,69,50,7
03.05.2024 08:34:17.855,7.49,18.0,66,50,15
03.05.2024 08:36:02.384,7.44,18.0,78,50,15
03.05.2024 08:36:06.967,7.41,18.0,78,50,7
03.05.2024 08:36:17.815,7.29,18.0,80,50,7
03.05.2024 08:36:29.160,7.16,18.0,81,50,7
03.05.2024 08:36:40.848,7.05,18.0,83,50,7
03.05.2024 08:36:53.181,6.93,18.0,84,50,7
03.05.2024 08:37:08.150,6.81,18.0,85,50,7
03.05.2024 08:37:26.131,6.69,18.0,85,50,7
03.05.2024 08:39:12.726,6.75,17.8,84,50,7
03.05.2024 08:40:34.390,6.64,17.9,85,50,7
03.05.2024 08:41:26.770,6.64,17.8,81,50,7
03.05.2024 08:42:30.360,6.71,17.8,70,50,7
03.05.2024 08:45:38.877,6.73,17.8,81,50,7
03.05.2024 08:49:03.436,6.76,17.7,92,50,7
03.05.2024 08:49:41.318,6.77,17.7,103,50,7
03.05.2024 08:55:54.190,6.89,17.7,114,50,7
03.05.2024 08:57:43.980,6.91,17.7,102,50,7
03.05.2024 09:03:12.786,7.00,17.6,114,50,7
03.05.2024 09:07:02.976,7.10,17.7,124,50,7
03.05.2024 09:07:36.858,7.10,17.6,136,50,7
03.05.2024 09:09:13.821,7.14,17.6,147,50,7
03.05.2024 09:13:07.194,7.25,17.6,141,50,7
03.05.2024 09:14:08.526,7.27,17.6,130,50,7
03.05.2024 09:14:40.973,7.28,17.6,119,50,7
03.05.2024 09:15:09.640,7.30,17.6,108,50,7
03.05.2024 09:19:09.913,7.39,17.6,120,50,7
03.05.2024 09:21:03.443,7.46,17.6,132,50,7
03.05.2024 09:22:14.555,7.49,17.6,136,50,15
03.05.2024 09:24:05.684,7.41,17.7,141,50,7
03.05.2024 09:24:14.551,7.30,17.6,141,50,7
03.05.2024 09:24:24.384,7.17,17.6,142,50,7
03.05.2024 09:24:37.217,7.06,17.6,142,50,7
03.05.2024 09:24:48.551,6.93,17.6,142,50,7
03.05.2024 09:25:03.448,6.81,17.6,143,50,7
03.05.2024 09:25:22.160,6.69,17.6,144,50,7
03.05.2024 09:33:37.911,6.73,17.7,132,50,7
03.05.2024 09:39:01.160,6.80,17.8,120,50,7
03.05.2024 09:44:01.321,6.89,18.0,128,50,7
03.05.2024 09:46:26.664,6.94,18.0,140,50,7
03.05.2024 09:48:32.100,6.98,18.0,150,50,7
03.05.2024 09:52:42.167,7.10,18.2,160,50,7
03.05.2024 09:55:46.590,7.18,18.4,169,50,7
03.05.2024 09:55:49.960,7.19,18.2,170,50,7
03.05.2024 09:58:00.860,7.24,18.4,176,50,7
03.05.2024 09:59:56.665,7.31,18.5,167,50,7
03.05.2024 10:02:11.729,7.39,18.6,155,50,7
03.05.2024 10:04:40.821,7.48,18.7,143,50,7
03.05.2024 10:05:11.403,7.49,18.6,142,50,15
03.05.2024 10:07:01.332,7.41,18.7,135,50,7
03.05.2024 10:07:11.530,7.30,18.7,134,50,7
03.05.2024 10:07:20.414,7.18,18.7,135,50,7
03.05.2024 10:07:30.548,7.05,18.7,133,50,7
03.05.2024 10:07:41.563,6.93,18.7,133,50,7
03.05.2024 10:07:54.846,6.82,18.7,133,50,7
03.05.2024 10:08:09.680,6.70,18.7,132,50,7
03.05.2024 10:08:36.796,6.59,18.7,131,50,7
03.05.2024 10:10:02.993,6.71,18.8,132,50,7
03.05.2024 10:11:25.739,6.60,18.8,138,50,7
03.05.2024 10:13:59.249,6.66,18.8,149,50,7
03.05.2024 10:15:39.713,6.67,18.8,160,50,7
03.05.2024 10:16:10.210,6.70,19.0,164,50,7
03.05.2024 10:16:17.590,6.70,18.8,164,50,7
03.05.2024 10:16:20.226,6.70,19.0,165,50,7
03.05.2024 10:16:23.260,6.69,18.8,164,50,7
03.05.2024 10:16:38.759,6.70,19.0,168,50,7
03.05.2024 10:17:46.273,6.71,19.0,178,50,7
03.05.2024 10:18:40.503,6.73,19.1,191,50,7
03.05.2024 10:19:32.884,6.75,19.1,203,50,7
03.05.2024 10:20:28.650,6.78,19.1,215,50,7
03.05.2024 10:21:12.930,6.79,19.1,227,50,7
03.05.2024 10:21:54.263,6.82,19.2,238,50,7
03.05.2024 10:22:34.677,6.83,19.2,250,50,7
03.05.2024 10:23:42.141,6.85,19.2,261,50,7
03.05.2024 10:25:47.703,6.92,19.3,272,50,7
03.05.2024 10:26:47.969,6.94,19.2,276,50,39
03.05.2024 10:26:49.680,6.94,19.2,276,50,7
03.05.2024 10:26:54.434,6.94,19.3,277,50,39
03.05.2024 10:27:19.184,6.98,19.3,278,50,7
03.05.2024 10:28:54.230,7.01,19.3,289,50,7
03.05.2024 10:29:36.361,7.03,19.3,301,50,7
03.05.2024 10:30:13.625,7.05,19.3,312,50,7
03.05.2024 10:30:41.625,7.05,19.3,324,50,7
03.05.2024 10:31:07.558,7.07,19.3,336,50,7
03.05.2024 10:31:32.756,7.09,19.5,347,50,7
03.05.2024 10:31:54.490,7.11,19.5,359,50,7
03.05.2024 10:32:14.788,7.13,19.6,372,50,7
03.05.2024 10:32:29.838,7.13,19.5,385,50,7
03.05.2024 10:32:39.105,7.16,19.6,398,50,7
03.05.2024 10:32:46.253,7.16,19.6,412,50,7
03.05.2024 10:32:53.336,7.16,19.5,426,50,7
03.05.2024 10:32:58.536,7.16,19.5,439,50,7
03.05.2024 10:33:04.970,7.17,19.6,452,50,7
03.05.2024 10:33:13.953,7.18,19.6,468,50,7
03.05.2024 10:33:17.201,7.19,19.6,486,50,7
03.05.2024 10:33:19.835,7.18,19.6,507,50,7
03.05.2024 10:33:21.953,7.19,19.6,527,50,7
03.05.2024 10:33:33.585,7.19,19.5,549,50,7
03.05.2024 10:33:35.569,7.20,19.6,567,50,7
03.05.2024 10:33:38.450,7.20,19.6,584,50,7
03.05.2024 10:33:47.733,7.22,19.6,598,50,7
03.05.2024 10:33:50.451,7.21,19.6,617,50,7
03.05.2024 10:33:56.734,7.23,19.6,632,50,7
03.05.2024 10:33:59.299,7.23,19.6,653,50,7
03.05.2024 10:34:01.510,7.24,19.6,679,50,7
03.05.2024 10:34:02.950,7.23,19.6,699,50,7
03.05.2024 10:34:05.351,7.24,19.6,725,50,7
03.05.2024 10:34:06.917,7.24,19.6,758,50,7
03.05.2024 10:34:08.401,7.25,19.6,787,50,7
03.05.2024 10:34:10.634,7.25,19.6,802,50,7
03.05.2024 10:34:15.500,7.26,19.6,782,50,7
03.05.2024 10:34:18.467,7.26,19.6,767,50,7
03.05.2024 10:34:21.403,7.27,19.7,751,50,7
03.05.2024 10:34:25.933,7.27,19.6,739,50,7
03.05.2024 10:34:29.815,7.27,19.6,756,50,7
03.05.2024 10:34:32.500,7.28,19.6,790,50,7
03.05.2024 10:34:37.532,7.29,19.6,776,50,7
03.05.2024 10:34:44.914,7.30,19.6,764,50,7
03.05.2024 10:34:48.931,7.31,19.6,744,50,7
03.05.2024 10:34:59.247,7.33,19.6,765,50,7
03.05.2024 10:35:01.582,7.34,19.6,779,50,7
03.05.2024 10:35:03.249,7.34,19.7,801,50,7
03.05.2024 10:35:06.480,7.35,19.6,825,50,7
03.05.2024 10:35:07.766,7.36,19.7,855,50,7
03.05.2024 10:35:09.430,7.35,19.6,884,50,7
03.05.2024 10:35:11.131,7.37,19.7,907,50,7
03.05.2024 10:35:21.947,7.38,19.7,891,50,7
03.05.2024 10:35:28.960,7.40,19.7,859,50,7
03.05.2024 10:35:29.664,7.41,19.7,843,50,7
03.05.2024 10:35:31.246,7.41,19.7,769,50,7
03.05.2024 10:35:35.246,7.42,19.7,813,50,7
03.05.2024 10:35:36.346,7.43,19.7,975,50,7
03.05.2024 10:35:37.997,7.43,19.8,999,50,7
03.05.2024 10:35:39.230,7.43,19.7,1041,50,7
03.05.2024 10:35:40.348,7.44,19.7,1122,50,7
03.05.2024 10:35:41.930,7.43,19.7,1069,50,7
03.05.2024 10:35:43.163,7.45,19.8,1014,50,7
03.05.2024 10:35:44.395,7.45,19.7,953,50,7
03.05.2024 10:35:45.630,7.45,19.7,882,50,7
03.05.2024 10:35:46.813,7.45,19.7,825,50,7
03.05.2024 10:35:48.213,7.46,19.8,798,50,7
03.05.2024 10:35:51.980,7.46,19.7,824,50,7
03.05.2024 10:35:53.630,7.46,19.7,851,50,7
03.05.2024 10:36:00.696,7.47,19.7,813,50,7
03.05.2024 10:36:02.111,7.50,19.8,783,50,7
03.05.2024 10:36:04.178,7.49,19.8,761,50,15
03.05.2024 10:36:06.395,7.50,19.7,750,50,15
03.05.2024 10:36:10.496,7.51,19.8,717,50,15
03.05.2024 10:36:13.779,7.51,19.8,753,50,15
03.05.2024 10:36:15.296,7.52,19.8,784,50,15
03.05.2024 10:36:16.661,7.52,19.8,825,50,15
03.05.2024 10:36:18.960,7.53,19.8,857,50,15
03.05.2024 10:36:22.196,7.53,19.7,827,50,15
03.05.2024 10:36:23.828,7.54,19.8,798,50,15
03.05.2024 10:36:26.914,7.54,19.8,869,50,15
03.05.2024 10:36:28.290,7.55,19.8,966,50,15
03.05.2024 10:36:29.178,7.56,19.8,1062,50,15
03.05.2024 10:36:30.311,7.55,19.8,1118,50,15
03.05.2024 10:36:31.694,7.55,19.8,1154,50,15
03.05.2024 10:36:33.194,7.56,19.8,1189,50,15
03.05.2024 10:36:35.244,7.57,19.8,1143,50,15
03.05.2024 10:36:36.512,7.57,19.8,1090,50,15
03.05.2024 10:36:37.760,7.57,19.8,1058,50,15
03.05.2024 10:36:40.111,7.58,19.8,1076,50,15
03.05.2024 10:36:41.861,7.58,19.8,1031,50,15
03.05.2024 10:36:43.127,7.58,19.8,979,50,15
03.05.2024 10:36:44.378,7.59,19.8,932,50,15
03.05.2024 10:36:45.663,7.59,19.8,871,50,15
03.05.2024 10:36:46.845,7.59,19.8,815,50,15
03.05.2024 10:36:48.293,7.60,19.8,786,50,15
03.05.2024 10:36:50.610,7.61,19.8,762,50,15
03.05.2024 10:36:53.477,7.61,19.8,799,50,15
03.05.2024 10:36:54.877,7.60,19.8,832,50,15
03.05.2024 10:36:56.776,7.62,19.8,857,50,15
03.05.2024 10:36:58.194,7.61,19.8,903,50,15
03.05.2024 10:36:59.509,7.63,19.9,949,50,15
03.05.2024 10:37:03.430,7.62,19.8,902,50,15
03.05.2024 10:37:04.344,7.64,19.9,874,50,15
03.05.2024 10:37:06.260,7.64,19.9,959,50,15
03.05.2024 10:37:07.160,7.63,19.8,1068,50,15
03.05.2024 10:37:08.344,7.64,19.8,1131,50,15
03.05.2024 10:37:09.826,7.64,19.8,1051,50,15
03.05.2024 10:37:11.900,7.65,19.9,977,50,15
03.05.2024 10:37:12.276,7.65,20.0,944,50,15
03.05.2024 10:37:14.877,7.65,20.0,970,50,15
03.05.2024 10:37:18.927,7.67,20.1,937,50,15
03.05.2024 10:37:20.344,7.67,20.1,908,50,15
03.05.2024 10:37:22.276,7.67,20.0,890,50,15
03.05.2024 10:37:24.443,7.67,20.0,853,50,15
03.05.2024 10:37:25.859,7.68,20.1,811,50,15
03.05.2024 10:37:27.309,7.68,20.0,776,50,15
03.05.2024 10:37:32.775,7.69,20.1,790,50,15
03.05.2024 10:37:35.191,7.69,20.1,765,50,15
03.05.2024 10:37:36.924,7.68,20.0,732,50,15
03.05.2024 10:37:38.459,7.68,20.0,709,50,15
